,index,Username,Title_Review,Rating_Review,Review,State,Type_traveler,Date_Travel,Attraction_id,validation_errors
10967,10967,l_zaror708,Maravilhosa,50,"Estive em Belém em 2015 e tive oportunidade de conhecer esta igreja. É magnífica, sua beleza é de cair o queixo, tanto por fora quanto por dentro. Seus vitrais são maravilhosos e a arquitetura idem. Além disso, é muito bem localizada, próxima ao centro de Belém, sendo acessível até a pé, a partir da praça da República e seguindo pela avenida Nazaré. Recomendo para todos que forem a Belém, vale a pena!","Brasília, DF",Alone,,1,DATE_NULL;
10987,10987,christina_paciuli,A Igreja do Cirio de Nazaré,50,"A igreja é bonita . Foi construida no Sec. XX e tem o estilo das igrejas romanas. Mas o que mais chama a atenção é a fé e a devoção que se pode observar nos devotos que visitam a igreja. A imagem de N. Senhora de Nazaré é a que sai em procissão todos os anos, atraindo milhares de peregrinos a Belém.","Pouso Alegre, MG",Alone,,1,DATE_NULL;
11007,11007,Ed.Amorim,Uma obra prima!,50,"A Basílica de Nossa Senhora de Nazaré é um espetáculo com destaque para seu interior um dos mais belos que já conheci. Imagens, vitrais, afrescos, arquitetura belíssima. Uma história riquíssima que faz parte da cultura não só do simpático e acolhedor povo paraense mas de todo Brasil.","Belo Horizonte, MG",Alone,,1,DATE_NULL;
11008,11008,Bruno Souza de Paula,Bela basílica,40,"Ponto turístico da cidade, que leva milhares de pessoas todos os anos. A rua situada à frente estava em reforma, o que não permitiu que me aproximasse muito da igreja, porém a fachada é encantadora.","Santo André, SP",Alone,,1,DATE_NULL;
11009,11009,Renata Messa,Deslumbrante,50,única Basilica da Amazônia Brasileira. Arquitetura impressiona pela riqueza em detalhes. Vale a visita.,"Brasília, DF",Alone,,1,DATE_NULL;
11013,11013,Alaide F,Sonho realizado,50,"Conhecer a Basílica de N. S. de Nazaré foi um sonho realizado. Visitei cada cantinho da Igreja, assisti missa, fiz compra na lojinha. Pra quem é Católico é muito emocionante !!!",,Alone,,1,DATE_NULL;
11026,11026,Ruthinhajn,Bonita,50,"É uma Igreja referencia na cidade de Belém do Pará. Bastante decorada e confortável de se estar. Toca um sino que todos conhecem. Tem uma praça na frente onde as pessoas passeiam, conversam, descansam.","Belém, PA",Alone,,1,DATE_NULL;
11037,11037,Raimundo F,Excelente,50,"Linda Igreja com características barrocas com belas pinturas no teto, muitas composições de mosaico e o destaque da imagem de Nossa senhora de Nazaré","Brasília, DF",Alone,,1,DATE_NULL;
11047,11047,Ana G,só emoção,50,"Não tive oportunidade de assistir uma missa na Basílica, mas pude visita-la. Igreja enorme, linda, com um grande espaço para missa campal. Muita paz no coração quando da visita. Vale muito a pena conhecer e se der, assista a uma missa.","Brasília, DF",Alone,,1,DATE_NULL;
11050,11050,BelChuva,Me senti no Vaticano,50,"A Basílica é riquíssima, parece uma caixinha de joias, cheia de mosaicos e vitrôs , de babar rsrsAo lado tem a Sacristia com uma lojinha, imperdivel, tercinhos para lembrança aos amigos católicos, livros que contam toda a história da Construção.","Rio de Janeiro, RJ",Alone,,1,DATE_NULL;
11055,11055,Drausiof,Linda igreja,40,"A Basílica de Nossa Senhora de Nazaré é muito bonita e bem cuidada. Em seu entorno existe uma praça bem bacana, lugar que fica extremamente lotado nos festejos do Círio de Nazaré.","Ribeirão Preto, SP",Alone,,1,DATE_NULL;
11072,11072,Brithio,Santuario mariano,50,"Um lugar que além de lindo nos aproxima de Deus e Nsa Senhora. No círio vive cheia de fieis que por sua devoção a Maria, procuram o lugar para renovar a fé. Tem lindas imagens, estatuetas de santos, quadros. Vale a pena acompanhar as celebrações também, além da visita turistica ao lugar","Belém, PA",Alone,,1,DATE_NULL;
11085,11085,OdairBehnke,Linda,50,"Local muito lindo e que vale a pena conhecer, mesmo sem considerar a religião. Fácil acesso e localização",,Business,,1,DATE_NULL;
11111,11111,Renata D,Vale.muito a visita,50,O lugar é lindo. Reserve um tempinho para conhecer. Boas energias. Decoração em mármore.  Em meia hora dá para ver tudo.,"Recife, PE",Business,,1,DATE_NULL;
11113,11113,Veridiana O,Imperdível para os religiosos,40,"Para os fieis de Nossa Senhora a visita é obrigatória.Tem acesso a pessoas com deficiência, ar condicionado, leve casaco se costuma sentir frio, apesar de estar em Belém.","Macapá, AP",Business,,1,DATE_NULL;
11121,11121,Tonio N,linda,50,"beleza, fé, paz de espirito, tudo isso se encontra nesse passeio à basílica. Vá com fé e não esqueça de fazer um pedido ao entrar pela primeira vez em uma igreja.","Santo André, SP",Business,,1,DATE_NULL;
11131,11131,Guimax1969,Ponto Turístico Maravilhoso,50,"Local espetacular. Construção belíssima, com entalhes de madeira e afrescos maravilhosos no seu interior, al[ém de propiciar bom momento de reflexão, meditação e oração. Vale a pena!","Vila Velha, ES",Business,,1,DATE_NULL;
11132,11132,Giselle R,Igreja simplesmente o estado da arte,50,"A cidade de Belém já respira fé, em todas as crenças. Mas, a Basílica é simplesmente o estado da arte. Não tenho nem palavras para descrever como é linda e perfeita. Missas diárias, confissões e muita fé envolve essa igreja. Na frente tem uma praça recém reformada, com a imagem de Nossa Senhora de Nazaré.","Fortaleza, CE",Business,,1,DATE_NULL;
11133,11133,Natália L,Igreja Maravilhosa,50,"A arquitetura é maravilhosa! A Igreja é muito bonita por dentro e por fora, possui várias passagens sobre a vida de Jesus Cristo e vários caça-níqueis para você acender velas.Vale a visita.","Belo Horizonte, MG",Business,,1,DATE_NULL;
11135,11135,Jose F,gostei,50,otimo atendimento desde a segirança merece ser visitado por todos que venham a Belém independente da religião,,Business,,1,DATE_NULL;
11136,11136,Marcelo O,Igreja belíssima!,50,A catedral de Belém não poderia ser mais linda que a Basílica de Nossa Senhora de Nazaré! Sem dúvidas é uma das igrejas mais lindas que já visitei.,"Goiânia, GO",Business,,1,DATE_NULL;
11137,11137,RGJ1508,Local lindo,50,"Igreja linda com hitorias maravilhosas, valo muito a pena assistir a missa de adoração as quartas feiras","Belém, PA",Business,,1,DATE_NULL;
11160,11160,amanda s,Basílica,50,"Igreja linda, a mais bonita da cidade de Belém, atualmente a igreja colocou ar condicionado na mesma.","Belém, PA",Business,,1,DATE_NULL;
11161,11161,Daphne B,Divina,50,A Basílica de Nazaré reúne cristãos de grande devoção. Além de lindo altar é um templo de fé e grande energia divina.,Rio de Janeiro,Business,,1,DATE_NULL;
11163,11163,GINASOBRAL1,Maravilhosa,50,"Basílica linda, bem cuidada, organizada, arquitetura linda , interior maravilhoso, fiquei emocionada com a demonstração de Fé dos  moradores da cidade  e dos  visitantes.","Santos, SP",Business,,1,DATE_NULL;
11166,11166,EmidioCunha,Basílica de Nossa Senhora de Nazaré - Belém do Pará,50,"Uma belíssima igreja. Merece certamente uma visita nem que seja apenas para apreciar a beleza do seu interior. Os católicos como eu poderão desfrutar de bons momentos de meditação, oração e tranquilidade.","João Pessoa, PB",Business,,1,DATE_NULL;
11168,11168,francinaldo_ap,Encantado com a beleza do lugar,50,"Um lugar incrível. Enorme e com inúmeros detalhes em cada parte da igreja que deixam a visão indecisa. Para os admiradores de arte sacra e arquiteturas de igreja, um prato cheio. Ao simples turista, um vislumbre que realmente marca a viagem. O altar-mor é uma obra de arte, e o lugar onde fica a imagem de N. Senhora de Nazaré passa ao observador todo um sentimento de paz, tranquilidade e amor maternal.","Natal, RN",Business,,1,DATE_NULL;
11169,11169,SanchezMendes,Imperdível,50,Uma igreja exuberante em plena Amazônia. É preciso fazer uma visita. Destaque para o interior luxuoso.,"Niterói, RJ",Business,,1,DATE_NULL;
11207,11207,Jefreson,Fé,50,"Impensável visitar Belém e não visitar este santuário da Fé. Não importa a religião. Energia positiva emana das paredes. Sempre que chego a Belém, meu primeiro passo é pedir bençãos a Virgem de Nazaré para iluminar meus passos pela cidade. Sempre fui atendido.","Santarém, PA",Business,,1,DATE_NULL;
11213,11213,Zenilda P,Muito linda,50,"Igreja maravilhosa com pintura e esculturas exuberantes. Vale a visita, ainda mais pelo valor simbólico para a população,já que é a igreja do Sírio de Nazaré.","São Paulo, SP",Business,,1,DATE_NULL;
11217,11217,Nelson_Reis,Catedral da Fé,40,"Basílica encravada na cidade, e num formato interessante e diferente, Não é de frente para a rua e sim de lado, com a entrada por uma praça particular.","Porto Alegre, RS",Business,,1,DATE_NULL;
11219,11219,Maria L,Linda!,50,"Com uma arquitetura simplesmente divina, proporciona a seus visitantes uma paz inigualável, além de ser uma história viva da cultura local.","Fortaleza, CE",Business,,1,DATE_NULL;
11245,11245,JOSE T,nazare,50,"nao deixe de ir para Belem e visitar esta magnifica basilica da capital paraense um lugar lindo, sagrado e cheio de emoção para os católicos ou não",MANAUS,Business,,1,DATE_NULL;
11254,11254,wuuc,Um momento de fé.,50,"Parada obrigatória para os católicos e historiadores, missas em vários horários e diariamente, arquitetura histórica e ótima climatização.","Santana, AP",Business,,1,DATE_NULL;
11291,11291,Leandro Targino,Linda e imponente,40,"Eu costumo dizer que Igrejas dizem muito mais que religião ou crença. Falam sobre arquitetura, cultura, história. A Basílica é a principal Igreja de Belém e uma das mais importantes da América Latina. Isso porque ela é o centro das atenções da maior festa religiosa do continente. Muito lindo ver toda aquela fé, independente da sua religião. Não deixe de colocar no seu roteiro!",,Friends,,1,DATE_NULL;
11293,11293,nitabarbosa50,Fantástica,50,"Uma igreja linda , imensa e também moderna.Tem aparelhos de tvs nas colunas,para transmissão dos eventos.","Recife, PE",Friends,,1,DATE_NULL;
11294,11294,Diego M,Vale conhecer!,50,Independente da religião ou crença vale a visita. Muito bonito o lugar e uma riqueza de detalhes incrível.,"Itapema, SC",Friends,,1,DATE_NULL;
11332,11332,Viviane895,linda de tirar o folego,50,"vá para um momento agradável de paz, reflexão, sua hora com Deus, faça seu pedido e aguarde!!!  maravilhosa","Ariquemes, RO",Friends,,1,DATE_NULL;
11333,11333,natobrito,Basílica impressionante. Vale a pena,50,"A Basílica de Nossa Senhora de Nazaré é a única basílica da Amazônia Brasileira. Sua história, seu simbolismo e sua importância religiosa exercem uma profunda influência no imaginário religioso paraense. Em 1992, a Basílica foi colocada entre as construções tombadas pelo Patrimônio Histórico do Estado do Pará.A basilica é lindíssima com um visual de impressionar. Todos os anos no círio de Nazaré ela é bastante frequentada.Ao lado da igreja há uma loja com venda de lembrança católicas e a mesma abre todos os dias. O ponto alto durante a semana é a missa de adoração.","Belém, PB",Friends,,1,DATE_NULL;
11381,11381,Janaína Medeiros,Povo de Fé ,50,"A Basílica está localizada em um local central de fácil acesso, com um estacionamento grande bem as lado.Funcionários prontos e super atenciosos para mostra e explicar como é e o que acontece no Círio de Nazaré. A Igreja é linda e eu senti uma grande emoção.",,Friends,,1,DATE_NULL;
11382,11382,concesouto,Espaço Sagrado e belo,50,"É uma catedral maravilhosa, de manhã beleza divina e astral santo e harmonioso! A arte sagrada impressa nas paredes, no teto, no altar santuário... Com a luz e paz que a imagem de Nossa Sra de Nazaré emana para as pessoas de fé. E muito bom para os cristãos católicos conhecererem e pedir uma benção de nossa maezinha de Nazaré, padroeira dos paraenses!","Belém, PA",Friends,,1,DATE_NULL;
11383,11383,Vall Mendess,Arquitetura belissima.,50,"Uma jóia de arquitetura, uma das questões que me leva a visitar as igrejas. Em Belém, quase todas tem a influência do arquiteto italiano Antônio Landi. Muito bonita. Além dá importância para os paraenses.","Campinas, SP",Friends,,1,DATE_NULL;
11384,11384,Albana Lúcia A,Fascinada...,50,"Incrivel a beleza deste lugar, que fica ainda mais bonito quando se conhece sua história. Nesse sentido tivemos muita sorte, nossa guia Amanda da deu um banho de conhecimento, cultura, emoção em cada palavra. Se volta ao tempo ao se escutar toda história da Basílica, cada detalhe da sua construção. Gostaria de parabenizar a Agência Gekos Receptivo pela excelente guia turística.Se for a Belém e não puder fazer grandes passeios, faça pelo menos um: visita a cidade historica acompanhada de um bom guia.","São Gonçalo, RJ",Friends,,1,DATE_NULL;
11423,11423,Matheus O,Um dos lugares mais lindos da cidade!,50,"É um lugar com um enorme valor simbólico para a cidade. Além de abrigar uma das festas mais esplendorosas da cidade das mangueiras, tem uma arquitetura incrível.","Belém, PA",Friends,,1,DATE_NULL;
11430,11430,wanderley S,Incrivel,50,"Um templo religioso fantástico, a estrutura inteira é magnifica, a paisagem é incrível a noite então nem se fale, definitivamente um lugar que vale a pena conhecer.","Monte Alegre, PA",Friends,,1,DATE_NULL;
11456,11456,ERNESTO V,linda,50,é considerado o natal dos paraenses; me atrevo a dizer que no brasil não há procissão que se iguale ao círio!! tem que conferir para acreditar!!!,,Friends,,1,DATE_NULL;
11462,11462,taynara2016,igreja linda,40,"Uma das igrejas mas antigas e especiais de Belém e aonde recebe nossa senhora de nazare no círio, vale apena visitar.","Belém, PA",Friends,,1,DATE_NULL;
11464,11464,Alice L,Perfeita,50,Sem dúvidas uma das Igrejas mais linda que já conheci. A arquitetura é divina.  Simplesmente belíssima.,"Marabá, PA",Friends,,1,DATE_NULL;
11468,11468,4ttos,Visita obrigatória,50,"Em estilo neoclássico, a Basílica de Nazaré é ponto obrigatório para os que, religiosos ou não, apreciam uma bela arquitetura.","Vitória, ES",Friends,,1,DATE_NULL;
11474,11474,Ricardo B,Local abençoado!,50,Templo religioso abençoado com uma arquitetura espetacular. É emocionante a conservação e limpeza do local.Perfeito para orações e agradecimentos.,"Contagem, MG",Friends,,1,DATE_NULL;
11475,11475,Hotel VillaOeste,Imperdível!,50,"Vale a pena ir pela arquitetura imponente, com vitrais e mosaicos.  Imperdível em qualquer tour em Belém, aproveite e ande um pouco na Avenida Nazaré em direção ao Colégio Marista para provar um dos Tacacás mais famosos de Belém.","Belém, PA",Friends,,1,DATE_NULL;
11483,11483,Larissa T,Linda,40,"Vale a visita.Fica no centro de Belém, próximo ao museu do forte. Não entrei na basílica, mas todos indicam uma visita.",Santo André,Friends,,1,DATE_NULL;
11485,11485,Keila Simone D,Lugar lindo,50,As artes sacras dão um ar sofisticado à igreja e a organização do lugar é um convite a voltar sempre.,"São Paulo, SP",Friends,,1,DATE_NULL;
11489,11489,AmandaMrtns,"Santuário muito luxuoso, rico em cultura e história",50,"A basílica de Nazaré é um ponto turístico da capital Paraense, que por sua vez é a capital da fé Nazarena, no mês de Outubro acontece o círio de Nazaré, manifestação religiosa que atrai milhares de romeiros e religiosos da fé católica de todo o mundo. É aberto durante a semana, o ano inteiro.","Belém, PA",Friends,,1,DATE_NULL;
